Tot_Spndng
5363024.296319773
11198968.425
35287635.795
35287635.795
4060972.425720774
7933565.16
1218895.8810694178
1218895.8810694178
13576846.98
9415369.17
7943277.029999999
12225344.985
4227751.856350087
2704602.530280247
2718409.0629758076
5298654.3064242145
5298654.3064242145
5298931.448325273
11227374.284555646
4125297.5509503423
5384141.558118614
15540553.876937086
8630325.609801367
1082847.8264846369
1082847.8264846369
5418204.244793488
5401941.284541438
3832984.635265855
3495211.4181971485
5186746.1850000005
5612216.554171889
5421222.605804253
3921240.4519959697
5281194.461164288
4250088.4478828525
5280702.146423489
6166857.21
5400983.420782483
11166601.155
5321052.193935383
41425685.025000006
309149.71142466617
5369774.334502192
5232204.092717421
971614.5624372086
19557438.78
19557438.78
5517729.195372995
4724255.499290224
4724255.499290224
4863828.596832719
4981468.578076
8077261.62
5403407.923376444
8078444.445
8078444.445
10420799.391931549
1000271.0400680597
8081752.035
8081752.035
6009146.967754804
10047397.845
10047397.845
8090537.82
8090537.82
7673318.991340568
21528696.12
21528696.12
20381509.00617377
30592341.150000002
3061581.693870494
3061581.693870494
6805628.1320641115
8556499.635
8556499.635
5423774.390415517
5403407.923376444
9298457.156360438
9977788.845
5385345.404749379
5385345.404749379
4682136.071851137
5448063.246084256
9986675.850000001
9986675.850000001
2590882.6581245
5704167.915
5704167.915
5060170.7380305715
8171615.67
8171615.67
3711507.9000000004
2510379.148686295
5494890.114522665
5519114.550689018
5418204.244793488
8175101.595000001
4060972.425720774
6022464.235356731
4976554.9799999995
5602299.1748295
8481547.611582413
1880297.7700586822
2935877.9699999997
8196308.82
5507059.041560016
14260896.017677788
5836915.506411932
5899973.748077272
10474656.405
1963017.8491385924
5792669.294512722
5518309.410193774
5518309.410193774
4854828.038744779
5436682.461812246
1843359.367625442
1843359.367625442
6821946.17742119
5534992.140558248
2393386.062919974
6040490.7765077595
136940.3521247259
5533194.201398848
2931409.061718553
8349247.290000001
8349247.290000001
13029278.370000001
11737043.52
545591.088943904
11418696.57
6228063.332666026
3661379.9036371536
5663466.857525335
5665854.807044516
5535134.387712483
5707985.910272802
10692046.59
5626349.385
5552761.386613298
5566457.31355479
4351812.756522394
4351812.756522394
6694346.2704727035
5384576.829501155
8319356.084999999
14382.24
14382.24
5507059.041560016
5507059.041560016
3168025.585307682
5664178.69086536
5552761.386613298
8338958.73
8338958.73
3121799.710108418
7735729.785
5225419.818700197
13091982.495000001
391682.9248321619
8349247.290000001
8349247.290000001
8375277.134793518
5582514.991328454
8364158.654999999
8366869.904999999
5737770.925945254
8383955.865
5606138.959439498
5519114.550689018
5624084.477817202
2127811.6386045646
3200151.9749999996
8478791.64
8478791.64
961052.2693985646
961052.2693985646
5656515.362067248
5934265.272813282
5364032.766002433
8412188.16
13151947.509722754
1402968.4391498317
8423937.629999999
5020578.462920271
6114355.413071759
8434613.595
8434613.595
10905444.165000001
10905444.165000001
5929998.756099358
7976547.255
1590073.107840609
5480183.331156557
9955058.64
33066412.92
5952255.210164673
5232204.092717421
5726630.41421598
4301199.09061525
6402231.48
5637763.280448108
8478791.64
5624084.477817202
2562818.780820689
2562818.780820689
5418204.244793488
7690656.059909122
5934265.272813282
7204106.806049309
12117571.395
12117571.395
8508697.695
4313645.435853686
91936109.72836807
5709343.185229188
6162446.085
6298298.9879097
5712397.8450494455
19835185.215
19835185.215
5638821.082639384
5638821.082639384
9562650.142650006
5673931.480152702
8241720.524999999
8556499.635
8556499.635
8664953.24007232
3778767.673182838
5172442.027053689
8562616.545
12061289.100000001
4542296.6760509545
5650570.802031967
5802120.4698009705
5760913.674667474
7417943.595055577
12579040.425
12579040.425
4227751.856350087
5596871.192059596
8178476.13
4472623.29538308
5756285.61447028
5711053.249466121
5780077.342683032
8611768.74
15766253.97
15766253.97
5709343.185229188
4399390.543865034
9327532.252349092
5712679.789537855
5937137.207999864
4502889.821883552
5653935.5522542605
45570.40749712407
10793689.155
5343276.813018688
5738116.915492532
3363172.1411141246
7685717.324999999
5737481.475865231
5737481.475865231
5145285.206643366
5664178.69086536
7808444.970000001
5385345.404749379
5803491.654077941
5803491.654077941
5533194.201398848
13213230.615
5045304.242382397
5698372.74597903
5988962.579587669
5836524.788083904
8712920.415000001
8712920.415000001
4929844.08138975
270289.1508421476
17332491.87
10462324.875
8731353.45
8731353.45
5534992.140558248
11641493.140851015
11537545.89
412619.6911568303
5792669.294512722
5911387.800000001
8746657.59
5800905.617155239
5172442.027053689
30907870.589999996
30907870.589999996
3926450.0674160635
8481547.611582413
3898764.701971209
8001384.765
5836915.506411932
4468878.62437878
1712967.20435619
5841060.961121295
8794201.92
8794201.92
9429753.188873308
5952255.210164673
7740678.279738777
6019990.542736787
8800151.235
8802573.0
6730417.561941456
4921765.723522171
129979431.255
129979431.255
8819178.285
5979376.749419149
2621915.8152885614
4474531.255544676
4474531.255544676
2288905.542080094
4607649.913204287
7062817.18822247
5737770.925945254
5754822.638041915
4352326.071822771
5856111.264482951
3480819.9051813656
5946681.162830238
5121717.154645017
16827373.149717405
6515776.215
7107201.451052237
5980179.109699237
3248798.431524828
8916719.504999999
5507059.041560016
8196308.82
3698085.720067868
4616532.154252615
3252697.086597183
6027446.450296024
6040490.7765077595
6562978.817581696
9824309.64
6006838.4949263185
45872.58961650215
13206243.907925246
19846344.075000003
6945501.139949702
8070567.59171386
7228735.095000001
5752647.353926013
433947.5370053235
433947.5370053235
8189597.445
6141504.504243492
10420799.391931549
8716075.205522574
