Tot_Spndng_2020
11160.11
11160.11
1668418.74
741734.29
326056.77
19480.06
256538.9
3063316.88
55050.2
775718.23
559551.07
559551.07
510547407.59
510547407.59
19245740.25
19245740.25
7790875.81
761207.03
2279.57
4977411.37
22751.25
9072.16
1381181.37
28129.47
1566.93
229836.97
588434.95
532285.94
14021.83
14021.83
8696.38
8696.38
230816.06
11743.26
218489.95
82394.6
82394.6
28189.98
9697261.04
462883.29
31011.74
1299.69
450929.7
5664525.35
81352.2
2189598.01
5805.03
2163.5
7564235.8
2797636.76
2634.5
1857616.62
1157986.96
67187.86
30322.42
23019.52
533262.54
141749.83
15060.47
23025.2
232685.41
3302452.77
596867.3
733300.56
1203860.88
20650.26
52566.61
34.06
34.06
9357.77
8707.3
650.47
727912.37
727912.37
3177165.46
263052.44
1006943.87
99882.6
991237.23
53182097.33
53182097.33
16121.41
16121.41
443455.97
9293.33
159257.23
159257.23
8020926.78
8020926.78
1279.02
1279.02
38495.41
38495.41
63013.29
63013.29
52090.16
52090.16
19498.92
19498.92
235298.09
101098.81
11955.15
22176565.75
1033.72
1469030.92
483.38
35608.64
1938853.91
1080404.74
6695.33
925150.89
1071690.61
642.51
38379.3
1097688.78
1235843.33
3191.35
1767489.81
2599020.33
2288.7
144326.48
144326.48
6266928.54
653239.41
995740.13
1502435.16
340743.58
916930.77
545069.36
776515.77
60046628.46
60046628.46
14077984.98
14077984.98
4579397.98
4573147.46
198502995.33
198502995.33
1065317.29
568450.31
57650598.41
57650598.41
11445.25
11445.25
115654.22
115654.22
1147796.71
269515.93
46078.02
178909.34
331206.69
1844364.38
1844364.38
3001.05
3001.05
503111.81
503111.81
91045934.82
91045934.82
11525783.7
11525783.7
137816.17
137816.17
92800860.33
92800860.33
72506436.63
72506436.63
3667157.46
3667157.46
280.36
280.36
125978.87
125978.87
2680335.25
2680335.25
89998.09
89998.09
5803.6
5803.6
5694.52
5694.52
2099.05
2099.05
593364.07
544835.2
363783.77
363783.77
371621.95
371621.95
319544.11
319544.11
27446.99
27446.99
2537195.06
2537195.06
1878692.45
1878692.45
62160660.26
15447906.35
94.87
725.1
24662484.3
4423.39
219438.42
18427616.79
1027545.08
37294.61
1059171.08
191978.97
665804.22
201387.89
58069.41
12276.8
2400710.3
1645186.41
16878390.5
16878390.5
33795782.8
33795782.8
5177813.27
39.6
379073.91
42492.96
480.52
832068.22
116.49
1386971.86
2200328.31
5595.74
2152.77
608752.78
4709.8
159191.44
130.96
4327.32
75168.16
7100.81
89633929.68
89633929.68
28094.45
28094.45
9201722.41
176874.65
3214.7
307255.35
1916934.72
1449.45
506.58
463741.83
8757.59
2662433.51
182818.46
182818.46
691202.15
296089.11
4452.34
390660.7
53107.92
53107.92
76385709.7
76385709.7
10809421.42
10809421.42
818033.2
818033.2
25387.24
25387.24
191267.89
25577.71
1798035.14
291424.32
10771682.0
10771682.0
28724095.14
28724095.14
5232019.68
5232019.68
26491124.8
15040.94
3338405.54
1306854.28
1410.06
593607.85
532.45
5261.7
14421.85
4401.15
289.3
460488.06
408525.79
42533.01
42533.01
249642.58
169395.61
250633.91
250633.91
99191150.24
787590.47
176.75
176.75
38817.56
38817.56
203724.62
203724.62
6046704.73
6179.53
529860.24
21198.48
206245.98
724.37
83026.19
697636.21
376.15
505.07
15537.62
15537.62
1119379.66
1119379.66
620011.68
620011.68
5183890.34
5183890.34
62954.32
62954.32
46717.52
46717.52
245990.02
245990.02
11506.25
11506.25
4278989.09
4278989.09
464163.71
153412.64
64904.88
147135.25
376543.36
1268.46
249995.72
125279.18
65567.29
44607.53
682229.45
290.83
3653581.49
470579.68
19130.63
12162.17
400.46
692324.39
2458.16
1308662.96
124462.59
1044.92
383.4
383290.62
48024487.24
48024487.24
31596261.95
531739.97
3104750.37
5968.44
224283.56
2851.59
11954340.07
48987547.92
1021.85
280175.7
2805297.41
3889.52
332.8
93365.9
2499.23
48903.49
17413379.98
3107167.39
42340.78
201875.46
461045.82
32.04
4713599.22
5014.04
179.35
775.96
719.89
16348180.09
24733.72
2702542.96
1164.09
9820.84
8299.28
945133.23
495558.63
130593.67
999845.01
541124.02
121109.19
210170.96
653949.47
1511.7
123746.63
32011.71
71500.15
611506.88
5807.17
44773.62
531695.08
526.69
526.69
7141564.82
1974234.51
5135773.58
31556.73
4091112.08
4091112.08
58973815.47
11059494.25
1626065.06
6418613.71
2040.94
609.86
11508479.06
890568.36
890568.36
52948025.04
3143933.45
12894165.25
4657928.94
72.48
3128887.82
166432.57
18417569.22
10493.4
10493.4
63328.01
63328.01
1205084.97
20802.92
172405.78
14718.12
150491.5
69642.41
116732.46
484408.11
30121.37
599394.91
599394.91
2368616.71
3315.85
634717.66
393078.51
207934.62
132415.42
236560.4
7265698.31
7265698.31
166553.47
166553.47
79909.89
79909.89
636178.81
240692.55
116562.29
116562.29
13439.13
13439.13
2600255.91
2747.14
1468036.16
114847.91
457.4
667324.1
275630.51
126.29
3885.77
48215.5
18040.53
8857546.14
8857546.14
1051507.36
1012823.85
131203.3
131203.3
90595533.55
90595533.55
106937.56
106937.56
100.5
100.5
12213.26
12213.26
7287854.93
7287854.93
15184270.29
15184270.29
64827.06
64827.06
80525.23
26455.39
54069.84
2172293.76
2172293.76
9526229.95
9526229.95
18569112.96
18569112.96
96428800.09
96428800.09
322320.57
322320.57
35823.85
35823.85
21071.09
21071.09
4663912.6
4663912.6
53074384.05
53074384.05
60183.54
60183.54
1295650.3
1295650.3
87687.67
87687.67
106606282.33
15729.93
18345131.53
57274.86
10759357.64
110150.0
7054779.03
7106748.65
13729637.43
4219307.65
1690554.64
7829.75
7148806.86
5798137.55
207719131.68
207719131.68
8853.34
8853.34
75497.11
75497.11
2729430.61
411141.92
440112.03
664778.91
1173751.48
7367201.12
7367201.12
36129595.09
36129595.09
413940.91
413940.91
9946.52
9946.52
333657.89
333657.89
58774.79
2349.56
56425.23
2437409.56
2437409.56
16802382.79
16802382.79
11990440.16
11990440.16
14976.84
30.83
1167869.41
194407.96
2637946.32
2637946.32
8968.87
8968.87
8266921.26
1618684.2
4531208.09
651633.39
573774.68
27082.09
27079.22
785447.84
22.3
458.13
7431.19
1894835.59
20864.86
115156972.56
10743.27
6882529.07
92818.99
7140129.88
278.6
409361.56
666238.32
15585061.14
2404740.0
37501786.74
99846.85
13322293.46
537025.11
2932452.31
758585.37
101933.76
423748.89
6582.23
226320.49
156.52
156.52
6758777.52
210165.42
2876720.61
3222850.02
78419671.96
78419671.96
156096187.7
156096187.7
824438.99
52117.65
17402651.91
17402651.91
16302.17
16302.17
183561.54
183561.54
36534.04
36534.04
11270.81
11270.81
153393671.56
153393671.56
801389.72
801389.72
67231.07
67231.07
26531.58
26531.58
26610907.25
26610907.25
48586095.71
48586095.71
2858483.52
2858483.52
183.81
183.81
4353377.19
106602.93
745531.44
125417.9
1918746.54
64354.25
104645.2
104645.2
1716108.57
1716108.57
560720.27
560720.27
2996758.81
1529669.43
23714.85
62656.43
539073.25
55274.42
633351.1
58436.0
14259159.36
2010281.27
372045.45
291232.04
12381.65
935890.99
2617595.78
6501610.48
67934.88
67934.88
49657192.61
1618714.3
12662898.0
22933.15
4711074.48
7854.46
50693.2
5038825.76
11257309.16
284575.55
78110.49
149611.82
6373733.02
6373733.02
102344.13
102344.13
747411.9
59356.78
672836.3
403947.35
403947.35
23005.89
23005.89
839959.83
839959.83
11178.64
11178.64
1510910.34
9999.73
7275.62
1250.49
23273.33
1325289.99
11481.29
38376442.66
6746413.7
3458727.5
228.44
5790.21
26104.29
7839534.64
9038.28
147742.91
147742.91
1579.16
1369.92
209.24
1862067.11
16871.55
785134.92
212256514.91
212256514.91
920294.82
920294.82
