Brnd_Name,Gnrc_Name,Mftr_Name,Tot_Dsg_Unts,Tot_Clms,Avg_Spnd_Per_Dsg_Unt_Wghtd,Avg_Spnd_Per_Clm
0,0,0,275.0,179,1675.15,2025.17
0,0,1,275.0,179,1675.15,2025.17
1,1,0,1622835.0,15999,2.28,152.98
1,1,2,677310.0,5998,2.2,156.32
1,1,3,221192.0,3942,2.48,139.04
1,1,4,43155.0,768,2.89,162.49
1,1,5,172850.0,3025,2.54,145.33
2,2,0,724051.0,24240,6.46,192.96
2,2,6,38988.0,1308,7.79,232.13
2,2,7,97524.0,3263,6.12,182.8
3,3,0,61894.0,1089,21.42,1217.55
3,3,8,61894.0,1089,21.42,1217.55
4,4,0,223946.29,223248,2068.34,2068.74
4,4,9,223946.29,223248,2068.34,2068.74
5,4,0,7792510.22,232715,28.59,953.03
5,4,10,7792510.22,232715,28.59,953.03
6,5,0,8181172.0,56897,0.77,110.52
6,5,5,229867.0,1509,0.75,114.18
6,5,11,2729.0,27,0.68,68.24
6,5,12,5152611.0,36025,0.77,109.43
6,5,7,66199.0,454,0.79,114.86
6,5,13,7115.0,80,0.78,69.66
7,6,0,5704939.2,61239,0.29,27.19
7,6,14,544143.0,6112,0.27,24.12
7,6,15,11226.0,141,0.24,19.18
7,6,16,1038273.0,10692,0.3,28.69
7,6,17,1375515.0,14952,0.3,27.38
7,6,18,2723152.2,29200,0.29,27.24
8,7,0,6365.0,96,3.45,228.84
8,7,19,6365.0,96,3.45,228.84
9,8,0,2790.0,72,4.69,181.5
9,8,20,2790.0,72,4.69,181.5
10,9,0,375346.5,6720,0.42,23.64
10,9,5,30734.0,589,0.43,22.44
10,9,21,343588.5,6112,0.42,23.75
11,10,0,10652.22,149,4.97,355.56
11,10,22,10652.22,149,4.97,355.56
12,11,0,9827.0,155,0.89,10.06
13,12,0,50504605.34,1486224,0.26,8.14
13,12,7,5526445.0,153348,0.24,9.11
13,12,23,1258439.27,6992,0.04,6.98
13,12,11,1620.0,375,5.8,12.57
13,12,21,5663178.0,231370,0.31,7.66
13,12,24,20862903.52,669705,0.25,7.98
13,12,25,3877823.05,20477,0.04,6.62
13,12,3,10447177.0,327416,0.24,8.04
13,12,26,545785.5,2939,0.03,5.82
13,12,13,1585.0,668,1.59,3.78
14,13,0,7109691.95,90547,1.17,92.44
14,13,27,2987494.51,39198,1.2,91.37
14,13,11,603.0,38,0.85,13.54
14,13,28,1617919.03,19533,1.21,99.81
14,13,15,964513.52,12805,1.11,83.57
15,14,0,2464.07,553,62.91,202.68
15,14,29,1270.57,284,53.08,237.46
15,14,30,638.5,129,38.85,192.27
16,15,0,8378673.54,25468,1.18,21.56
16,15,26,107866.0,7030,1.49,22.85
16,15,31,1430547.0,775,0.01,12.31
16,15,32,2730251.0,1692,0.01,13.61
16,15,25,186523.0,12177,1.44,22.11
17,10,0,2969002.94,22041,0.98,118.97
17,10,33,741468.6,5576,0.91,121.54
17,10,34,639375.69,4178,1.35,206.25
17,10,35,37057.7,426,5.13,446.53
17,10,36,10244.0,106,2.91,281.4
17,10,37,13603.63,96,5.74,813.62
18,16,0,2897.0,57,0.04,1.86
18,16,38,2897.0,57,0.04,1.86
19,17,0,18778.0,524,0.44,15.49
19,17,39,15010.0,433,0.46,15.96
19,17,40,3768.0,91,0.32,13.23
20,18,0,52552.0,1141,16.36,753.66
20,18,41,52552.0,1141,16.36,753.66
21,19,0,208726.6,5770,13.43,483.05
21,19,7,55485.0,1445,14.93,564.98
21,19,5,82009.6,2268,13.72,494.62
21,19,6,12429.0,367,13.86,470.16
21,19,42,58803.0,1690,11.65,400.27
22,20,0,311782.33,25212,502.73,2260.87
22,20,43,311782.33,25212,502.73,2260.87
23,21,0,32.05,32,725.33,726.46
23,21,44,32.05,32,725.33,726.46
24,22,0,44014.31,689,9.22,588.11
24,22,45,26166.31,433,9.34,564.45
25,23,0,3945.0,36,88.29,9655.57
25,23,7,3945.0,36,88.29,9655.57
26,24,0,2164.69,3074,3856.93,2876.3
26,24,46,2164.69,3074,3856.93,2876.3
27,25,0,17023.0,551,3.37,104.08
27,25,47,17023.0,551,3.37,104.08
28,26,0,957.0,163,127.24,379.32
28,26,45,957.0,163,127.24,379.32
29,27,0,4195.0,120,16.13,553.52
29,27,48,4195.0,120,16.13,553.52
30,28,0,1499.0,259,48.66,281.61
30,28,49,1499.0,259,48.66,281.61
31,29,0,1147.0,91,25.68,323.71
31,29,49,1147.0,91,25.68,323.71
32,30,0,134512.72,2403,2.03,112.71
32,30,50,65443.58,1269,2.2,113.38
32,30,33,69069.14,1134,1.84,111.95
33,31,0,58444502.7,1085001,1.16,24.1
33,31,51,8676.0,244,0.16,5.74
33,31,52,7859080.11,189122,0.24,9.6
33,31,53,2958.0,89,0.15,4.75
33,31,54,126136.0,2310,0.17,9.56
33,31,55,4101743.09,24465,1.74,102.98
33,31,56,595993.9,15049,2.13,18.87
33,31,57,798610.2,4968,0.51,81.63
33,31,21,201699.0,8506,7.97,188.92
33,31,15,3834093.51,80996,0.18,8.46
33,31,58,5927.0,136,0.18,7.67
33,31,13,7192.0,1115,11.11,71.65
33,31,4,2617236.13,54092,0.21,10.09
33,31,25,1339510.8,6637,0.48,95.89
33,31,39,10591.5,382,0.38,10.08
33,31,59,11435720.7,259087,0.22,9.39
33,31,2,13799641.19,326289,0.23,9.57
33,31,11,3859.63,249,0.57,8.33
34,32,0,2060.5,3755,96.54,52.76
34,32,60,2060.5,3755,96.54,52.76
35,33,0,2540276.86,56001,2.51,113.84
35,33,7,542220.0,11943,1.79,81.48
35,33,12,513481.0,11331,1.49,67.68
35,33,35,515191.0,11369,3.67,166.49
35,33,61,105165.0,2307,2.62,119.39
35,33,27,324486.86,7143,2.47,112.15
35,33,6,182208.0,4022,2.96,134.37
35,33,62,153495.0,3383,3.87,175.49
36,34,0,8802.95,4269,7242.08,14933.62
36,34,63,8802.95,4269,7242.08,14933.62
37,35,0,345484.17,7286,60.7,2878.22
37,35,64,345484.17,7286,60.7,2878.22
38,36,0,696741.0,13523,6.06,313.41
38,36,7,696741.0,13523,6.06,313.41
39,36,0,42770783.71,1273107,6.75,226.82
39,36,65,42770783.71,1273107,6.75,226.82
40,37,0,52403.0,1726,24.34,738.97
40,37,42,25658.0,825,24.28,754.99
41,38,0,422015.0,4885,115.63,9988.41
41,38,66,422015.0,4885,115.63,9988.41
42,39,0,2382.32,318,30.22,226.39
42,39,67,2382.32,318,30.22,226.39
43,39,0,2363.0,201,59.96,704.95
43,39,67,2363.0,201,59.96,704.95
44,39,0,171186.53,12810,9.72,119.83
44,39,68,88238.33,5726,7.49,115.4
44,39,69,6530.33,681,10.32,100.16
44,39,33,10028.75,1526,19.2,126.2
44,39,37,37843.84,3052,10.49,130.08
45,40,0,40655.85,17133,55.04,110.9
45,40,19,40655.85,17133,55.04,110.9
46,41,0,118.0,51,46.78,108.23
46,41,19,118.0,51,46.78,108.23
47,42,0,533940.82,6244,2.26,143.86
47,42,68,533940.82,6244,2.26,143.86
48,43,0,66874530.8,3876,1.7,29656.94
48,43,70,66874530.8,3876,1.7,29656.94
49,44,0,1429832.0,46581,11.14,342.07
49,44,71,1429832.0,46581,11.14,342.07
50,45,0,2669.0,2565,39.65,41.25
50,45,49,2669.0,2565,39.65,41.25
51,46,0,282396.0,9964,541.92,15362.16
51,46,72,282396.0,9964,541.92,15362.16
52,46,0,111522.0,2683,528.74,21974.33
52,46,72,111522.0,2683,528.74,21974.33
53,47,0,498240.0,2796,7.17,1272.18
53,47,73,498240.0,2796,7.17,1272.18
54,48,0,1602.0,109,0.3,4.35
54,48,74,1602.0,109,0.3,4.35
55,49,0,40819.89,239,7.87,926.5
55,49,75,40819.89,239,7.87,926.5
56,50,0,481786.0,8082,8.94,533.04
56,50,76,481786.0,8082,8.94,533.04
57,51,0,1809.0,18,6.13,615.74
57,51,65,1809.0,18,6.13,615.74
58,52,0,265.0,116,19.34,43.6
58,52,37,265.0,116,19.34,43.6
59,53,0,1795.56,506,4.13,14.66
59,53,37,1795.56,506,4.13,14.66
60,54,0,95.0,72,16.05,21.18
60,54,37,95.0,72,16.05,21.18
61,55,0,13325.43,4067,225.25,738.04
61,55,77,13325.43,4067,225.25,738.04
62,56,0,43599.0,349,4.15,518.03
62,56,78,43599.0,349,4.15,518.03
63,56,0,411270.0,1001,1.12,420.5
63,56,79,411270.0,1001,1.12,420.5
64,56,0,317241.0,2038,1.84,286.29
64,56,80,317241.0,2038,1.84,286.29
65,56,0,22252.0,29,0.37,281.64
65,56,80,22252.0,29,0.37,281.64
66,56,0,1275291.0,4183,1.59,309.72
66,56,80,1275291.0,4183,1.59,309.72
67,56,0,1256264.0,4338,1.57,318.29
67,56,81,1256264.0,4338,1.57,318.29
68,57,0,849122454.18,5886714,0.13,14.59
68,57,82,259721527.93,1583269,0.07,11.77
68,57,83,54245.5,318,0.06,10.95
68,57,13,697.0,13,3.52,188.65
68,57,84,301066122.77,2172825,0.14,15.5
68,57,61,211961.81,2670,0.07,5.81
68,57,85,232246.0,3275,3.11,220.14
68,57,55,231095696.86,1686830,0.12,16.01
68,57,86,8514811.84,95537,0.62,15.5
68,57,87,39635.44,2081,1.66,31.7
69,58,0,1442192.92,33553,1.05,45.05
69,58,27,242741.25,5784,1.13,47.52
69,58,12,847769.17,19479,1.11,48.14
69,58,62,351682.5,8290,0.85,36.08
70,59,0,1756826.4,17156,0.02,2.5
70,59,88,586128.0,5600,0.02,2.26
71,60,0,66919.67,10828,23.92,148.18
71,60,37,44697.37,7351,22.18,134.87
72,61,0,84181.84,1393,268.71,16238.68
72,61,89,84181.84,1393,268.71,16238.68
73,62,0,497198.0,2210,60.76,13668.89
73,62,46,497198.0,2210,60.76,13668.89
74,63,0,5025854.64,875452,1.21,6.19
74,63,5,3951.0,377,1.04,7.46
74,63,90,699958.0,2752,0.59,150.04
74,63,16,73822.29,17403,1.22,5.2
74,63,91,1530.0,351,1.39,6.07
74,63,92,853514.87,156613,1.17,5.7
74,63,93,84.0,17,1.41,7.36
74,63,94,1398322.53,310977,1.16,5.23
74,63,3,1648076.87,339141,1.28,6.22
75,64,0,742.5,380,10.57,15.63
75,64,37,170.5,128,26.48,35.27
76,65,0,1885794.0,56796,0.31,10.36
76,65,95,279898.0,8255,0.29,9.92
76,65,96,365884.0,11229,0.31,9.96
76,65,5,3743.0,121,0.29,8.88
76,65,97,2027.0,67,0.51,15.35
76,65,94,368470.0,10992,0.32,10.72
76,65,4,59381.0,1889,0.27,8.41
77,66,0,66395.59,22676,2125.24,4219.58
77,66,64,66395.59,22676,2125.24,4219.58
78,67,0,42850.0,298,8.58,1233.22
78,67,98,42850.0,298,8.58,1233.22
79,68,0,49053927.54,1143402,0.22,9.38
79,68,5,2323653.38,57000,0.23,9.38
79,68,53,33689.0,887,0.22,8.25
79,68,91,3031675.85,72622,0.21,8.84
79,68,92,9460721.13,220733,0.24,10.08
79,68,13,7743.0,377,0.34,6.8
79,68,99,105082.0,2721,0.24,9.11
79,68,100,2269291.72,53287,0.2,8.49
79,68,11,1438.0,186,0.52,4.06
79,68,101,16709395.28,381038,0.22,9.62
80,69,0,235534.0,2203,11.64,1244.51
80,69,102,235534.0,2203,11.64,1244.51
81,70,0,35405.0,3922,24.96,224.08
81,70,5,14274.0,1568,24.24,220.41
81,70,7,280.0,27,24.47,249.48
81,70,103,20851.0,2327,25.45,226.26
82,71,0,2415.0,454,38.0,202.14
82,71,49,2415.0,454,38.0,202.14
83,72,0,9485363.01,268620,6.08,214.69
83,72,35,9485363.01,268620,6.08,214.69
84,73,0,3789718.0,58694,3.08,198.98
84,73,35,3789718.0,58694,3.08,198.98
85,74,0,186024.0,5539,6.02,202.15
85,74,35,186024.0,5539,6.02,202.15
86,75,0,5190.0,515,16.91,170.39
86,75,104,5190.0,515,16.91,170.39
87,76,0,14205.0,1746,14.48,117.84
87,76,45,12753.0,1565,14.46,117.88
88,77,0,117611.0,2071,17.48,990.82
88,77,17,34983.0,623,16.1,883.93
89,78,0,376891.0,59103,31.64,201.9
89,78,49,376891.0,59103,31.64,201.9
90,79,0,33066777.0,2026,1.03,17599.92
90,79,81,33066777.0,2026,1.03,17599.92
91,80,0,5850720.0,260,1.16,25420.29
91,80,81,5850720.0,260,1.16,25420.29
92,81,0,232512136.78,3936470,0.13,7.1
92,81,13,4821.38,1616,5.7,16.19
92,81,105,31208843.1,507108,0.11,6.91
92,81,61,9047263.03,157871,0.12,6.99
92,81,96,11855.0,245,0.17,7.79
92,81,5,9740530.5,162829,0.11,6.36
92,81,58,2434.0,365,1.45,4.48
92,81,39,13671.5,1799,5.3,25.86
92,81,106,3010165.5,46517,0.12,7.87
92,81,107,95317.0,1615,0.14,8.32
92,81,11,680.0,216,5.17,14.79
93,81,0,1169620.0,30353,0.47,18.11
93,81,3,900292.0,23369,0.47,17.96
94,81,0,20770.5,350,3.01,178.53
94,81,17,20770.5,350,3.01,178.53
95,81,0,178754.0,3703,1.65,82.26
95,81,108,57134.0,1333,1.59,72.85
96,81,0,400044.0,9996,0.45,17.79
96,81,105,400044.0,9996,0.45,17.79
97,82,0,32762146.0,3451,2.87,27584.14
97,82,109,2245837.0,262,2.82,24404.66
98,83,0,6.9,97,1045.09,74.35
98,83,68,6.9,97,1045.09,74.35
99,84,0,7052.0,159,6.6,293.09
99,84,110,7052.0,159,6.6,293.09
100,85,0,5817.0,196,32.29,958.18
100,85,111,5817.0,196,32.29,958.18
101,86,0,14552562.72,136739,0.64,38.2
101,86,26,141632.0,370,0.04,15.19
101,86,112,758178.0,12686,0.62,37.19
101,86,61,221826.46,4189,1.05,55.75
101,86,23,6098508.28,15035,0.04,15.89
101,86,13,3374.0,71,0.81,38.62
101,86,25,1527906.96,3843,0.04,15.79
101,86,107,1451103.0,22914,0.59,37.07
101,86,113,1634.0,39,0.98,40.94
101,86,11,2089.0,64,0.75,24.36
102,87,0,4492.0,124,3.23,124.25
102,87,114,4492.0,124,3.23,124.25
103,88,0,74948.0,2448,16.37,501.48
103,88,114,74948.0,2448,16.37,501.48
104,88,0,42815.0,1460,15.32,449.21
104,88,114,42815.0,1460,15.32,449.21
105,89,0,26728.13,2048,173.25,2261.04
105,89,67,26728.13,2048,173.25,2261.04
106,90,0,17700.0,281,5.24,330.12
106,90,62,17700.0,281,5.24,330.12
107,91,0,1134.0,82,44.65,617.5
107,91,115,1134.0,82,44.65,617.5
108,92,0,259019.0,2833,1.07,97.85
108,92,116,259019.0,2833,1.07,97.85
109,92,0,86359.0,949,1.09,99.01
109,92,116,86359.0,949,1.09,99.01
110,93,0,1038632.09,4683,12.26,2565.81
110,93,117,1038632.09,4683,12.26,2565.81
111,94,0,124666.29,6473,5.78,103.95
111,94,68,30353.47,1908,8.91,131.03
111,94,69,14049.24,788,3.55,63.3
111,94,15,46742.9,2198,4.36,93.09
112,95,0,1296262.67,23768,0.3,16.14
112,95,118,19770.07,429,0.39,18.2
112,95,35,902534.3,16600,0.27,14.41
112,95,108,373958.3,6739,0.37,20.27
113,96,0,162571.5,4581,0.45,15.91
113,96,5,60996.5,1683,0.47,17.05
114,97,0,163853.0,14968,8.41,90.14
114,97,34,310.0,52,16.23,92.48
115,98,0,8975922.05,225261,0.53,17.28
115,98,27,1157368.93,29424,0.62,22.88
115,98,61,180752.88,4760,0.27,10.14
115,98,13,3592.59,295,11.09,135.77
115,98,58,1830.25,99,0.45,8.25
115,98,116,333294.7,8327,2.37,87.32
115,98,39,4855.0,548,0.42,3.72
115,98,3,3394338.52,83690,0.3,12.02
115,98,33,5095.08,610,15.88,132.61
115,98,11,2461.75,266,1.6,14.85
115,98,7,6808.0,140,0.21,10.07
115,98,112,3134065.43,78582,0.27,10.72
116,99,0,7846768.12,138104,6.0,340.98
116,99,48,7846768.12,138104,6.0,340.98
117,100,0,102888369.85,2548188,0.37,14.1
117,100,61,5016325.29,123367,0.36,13.97
117,100,92,10144846.46,251605,0.42,16.09
117,100,13,40465.2,1653,0.56,13.91
117,100,5,2591849.92,66051,0.36,13.51
117,100,39,9327.5,382,0.39,9.57
117,100,101,49169957.0,1233238,0.37,14.08
118,101,0,351598432.02,9527023,0.16,5.64
118,101,7,704067.76,9090,0.12,5.88
118,101,112,4810071.52,142088,0.17,5.75
118,101,119,29248823.75,768015,0.15,5.57
118,101,13,42657.69,2204,0.27,5.27
118,101,17,157307.9,4796,0.09,3.08
118,101,5,1602644.84,48438,0.14,4.47
118,101,58,16705.3,931,0.19,3.4
118,101,39,99179.16,6135,0.48,7.04
118,101,8,115523821.66,2981879,0.16,6.19
118,101,120,20667246.75,541584,0.1,3.75
118,101,105,1694330.75,52289,0.14,4.69
118,101,121,8046638.16,237421,0.16,5.34
118,101,97,850543.4,21737,0.62,24.44
118,101,100,2010.0,67,0.02,0.7
118,101,94,35519215.56,1039271,0.16,5.43
118,101,122,51145.4,1768,0.16,4.45
118,101,2,57589.56,1816,0.26,8.15
118,101,3,29270.2,795,0.06,2.16
118,101,123,7590.0,218,0.07,2.26
118,101,124,107542163.4,3000589,0.15,5.28
118,101,11,3372.0,1002,1.86,5.68
119,102,0,9013046.0,251368,0.39,13.83
119,102,5,21135.0,587,0.48,17.13
119,102,7,222607.0,6629,0.41,13.69
119,102,61,92382.0,2730,0.41,13.77
119,102,8,2684542.0,71842,0.39,14.53
119,102,100,1125507.0,30193,0.38,14.27
119,102,125,417254.0,12463,0.36,12.11
119,102,3,3881650.0,111002,0.39,13.52
120,103,0,86501.0,2342,4.15,154.62
120,103,5,23448.0,664,4.26,151.56
120,103,100,63053.0,1678,4.11,155.83
121,104,0,581672.0,16226,1.17,41.92
121,104,7,16331.0,468,1.09,38.1
121,104,123,30207.0,920,1.27,41.72
121,104,91,58824.0,1603,1.09,40.2
121,104,103,51914.0,1488,1.24,43.12
122,105,0,303598.0,8342,1.88,68.16
122,105,95,6324.0,193,2.02,65.58
122,105,108,36173.0,1084,1.87,62.57
122,105,8,228387.0,6203,1.87,68.8
123,106,0,571.0,278,2.43,4.98
123,106,29,571.0,278,2.43,4.98
124,107,0,133845556.45,446934,0.07,20.59
124,107,27,42743056.19,146943,0.07,20.08
124,107,35,90704560.26,298210,0.07,20.89
124,107,39,397940.0,1781,0.06,13.44
125,108,0,827603.0,17342,4.05,193.09
125,108,5,827603.0,17342,4.05,193.09
126,109,0,1446205441.3,13792038,0.13,7.07
126,109,7,312580923.29,2888968,0.12,6.79
126,109,92,9123120.43,352291,0.23,5.92
126,109,61,98648571.51,1755736,0.18,5.71
126,109,100,83626.0,696,0.06,3.94
126,109,106,33164.0,493,0.16,5.98
126,109,3,371434307.08,4039566,0.16,7.65
127,110,0,206141.0,7452,5.03,139.17
127,110,61,206141.0,7452,5.03,139.17
128,110,0,298684829.29,4955486,0.46,16.37
128,110,7,25544786.03,327751,0.43,16.79
128,110,61,142893958.17,2239970,0.42,13.91
128,110,92,29473952.63,520100,0.46,13.88
128,110,5,17890.0,282,0.55,15.98
128,110,26,16436141.7,104609,0.51,80.83
128,110,100,9428680.3,64511,0.6,87.11
128,110,3,43818894.13,987435,0.53,13.12
129,111,0,631.52,610,28.6,29.6
129,111,126,631.52,610,28.6,29.6
130,112,0,3230.66,482,47.8,320.41
130,112,29,3230.66,482,47.8,320.41
131,113,0,962614.04,16345,11.01,90.21
131,113,13,4461.65,1264,10.79,35.63
131,113,50,21325.16,3550,11.69,67.97
131,113,33,1762.78,765,59.74,128.47
131,113,127,97304.87,1587,3.01,108.89
131,113,128,4675.88,967,12.14,54.65
131,113,129,117175.18,594,1.03,152.1
131,113,130,681970.35,4341,2.26,115.65
131,113,69,9440.42,983,6.71,47.19
132,114,0,1395968.2,45843,0.49,14.95
132,114,61,1395968.2,45843,0.49,14.95
133,115,0,224935.77,17686,23.31,124.84
133,115,61,19589.99,176,4.14,273.82
133,115,50,92146.68,5790,18.41,113.3
133,115,13,11907.81,1887,23.5,136.17
133,115,128,10494.42,1659,22.5,138.13
133,115,69,27207.36,1863,7.52,85.53
133,115,33,1747.8,850,96.92,202.54
134,116,0,218911.0,3604,42.62,2588.7
134,116,131,218911.0,3604,42.62,2588.7
135,117,0,18152.0,547,37.11,1235.39
135,117,7,18152.0,547,37.11,1235.39
136,118,0,6619.0,106,33.44,2073.75
136,118,24,6619.0,106,33.44,2073.75
137,51,0,221631.0,2941,3.14,234.96
137,51,7,153260.0,2017,2.97,224.5
138,119,0,51.0,26,4104.41,8050.96
138,119,132,51.0,26,4104.41,8050.96
139,120,0,44184.0,998,0.34,14.91
139,120,133,44184.0,998,0.34,14.91
140,121,0,7640764.5,236907,0.32,10.2
140,121,4,102525.0,3219,0.37,11.86
140,121,101,4783069.5,148377,0.31,9.93
140,121,125,295858.0,9848,0.32,9.66
140,121,11,294.0,34,0.91,7.85
140,121,112,1523725.0,48681,0.32,10.15
140,121,7,513872.0,15697,0.38,12.34
140,121,91,1768.0,64,0.81,22.49
140,121,118,31715.0,1029,0.22,6.88
140,121,134,327259.0,8016,0.26,10.81
140,121,39,60349.0,1914,0.42,13.31
141,122,0,1767492.25,16565,7.51,746.88
141,122,135,1767492.25,16565,7.51,746.88
142,123,0,48839.1,6581,42.06,312.05
142,123,61,48190.1,6465,42.0,313.05
143,124,0,15743.0,461,6.49,221.77
143,124,66,15743.0,461,6.49,221.77
144,125,0,11271932.5,184078,6.7,410.19
144,125,115,11271932.5,184078,6.7,410.19
145,126,0,7933.0,252,12.36,387.48
145,126,98,7933.0,252,12.36,387.48
146,127,0,1260.0,38,0.15,4.89
146,127,38,1260.0,38,0.15,4.89
147,128,0,6537.7,197,2.21,73.4
147,128,136,6537.7,197,2.21,73.4
148,129,0,328432.25,15662,28.35,594.46
148,129,114,328432.25,15662,28.35,594.46
149,129,0,411044.4,24574,36.2,605.46
149,129,114,411044.4,24574,36.2,605.46
150,130,0,1321.04,3672,31.03,11.16
150,130,19,1321.04,3672,31.03,11.16
151,131,0,8153.0,1370,11.49,68.34
151,131,61,2776.0,481,11.73,67.7
151,131,37,5377.0,889,11.36,68.69
152,132,0,5311876.24,144069,0.45,16.44
152,132,7,5311876.24,144069,0.45,16.44
153,133,0,7847441.0,66479,4.09,483.35
153,133,136,7847441.0,66479,4.09,483.35
154,134,0,2833524.0,94019,7.79,234.8
154,134,137,2833524.0,94019,7.79,234.8
155,135,0,2587265.0,60514,31.2,1333.95
155,135,138,2587265.0,60514,31.2,1333.95
156,136,0,28300.0,241,13.64,1601.95
156,136,76,28300.0,241,13.64,1601.95
157,137,0,53416.0,982,0.65,35.13
157,137,139,53416.0,982,0.65,35.13
157,138,0,53280.0,665,0.37,29.66
157,138,139,53280.0,665,0.37,29.66
158,139,0,8552245.02,744,1.09,6616.46
158,139,70,8552245.02,744,1.09,6616.46
159,140,0,126354.32,252701,594.14,278.91
159,140,140,126354.32,252701,594.14,278.91
160,141,0,1576.0,47,35.05,1168.6
160,141,114,1576.0,47,35.05,1168.6
161,142,0,810.01,137,2629.74,15548.31
161,142,141,810.01,137,2629.74,15548.31
162,143,0,8516.0,301,15.66,441.96
162,143,41,8516.0,301,15.66,441.96
163,4,0,107485135.74,3437457,1.3,42.21
163,4,142,141344.0,4895,3.2,92.24
163,4,95,23835660.7,793290,1.13,33.92
163,4,39,43767.65,1516,0.79,22.36
163,4,100,7575128.7,254209,1.75,52.23
163,4,7,735585.0,24975,1.72,50.78
163,4,2,7280366.5,231001,1.0,31.43
163,4,3,14562642.8,469471,1.29,40.45
163,4,21,14823737.23,468726,1.25,43.49
163,4,103,5485615.0,182956,1.34,39.93
163,4,4,1912404.55,21773,2.05,207.59
163,4,11,5224.5,335,1.28,16.07
164,4,0,189586.0,5377,29.05,1024.7
164,4,143,138025.0,3911,30.63,1081.38
165,144,0,208955.69,70169,767.36,2280.05
165,144,144,208955.69,70169,767.36,2280.05
166,145,0,296.75,845,99.03,29.58
166,145,61,296.75,845,99.03,29.58
167,146,0,1083.7,100,367.61,2063.16
167,146,13,1083.7,100,367.61,2063.16
168,147,0,1123048.5,35302,3.04,95.37
168,147,61,242947.0,7623,2.6,82.14
168,147,5,237111.0,7379,2.82,89.15
168,147,7,275047.0,8669,2.83,88.6
168,147,3,330334.5,10415,3.64,113.97
169,148,0,6970355.5,176589,1.03,39.71
169,148,145,6970355.5,176589,1.03,39.71
170,149,0,6399496.86,209612,6.55,199.98
170,149,115,6399496.86,209612,6.55,199.98
171,150,0,3541.0,60,109.04,6431.62
171,150,72,3541.0,60,109.04,6431.62
172,151,0,1883.0,241,7.2,44.72
172,151,146,1883.0,241,7.2,44.72
173,152,0,226131.0,4183,1.46,78.7
173,152,134,226131.0,4183,1.46,78.7
174,153,0,87021.08,2141,1.23,46.81
174,153,38,25591.0,516,0.06,2.8
174,153,13,61430.08,1625,1.61,60.78
175,92,0,2832503.61,30955,1.01,91.98
175,92,12,2832503.61,30955,1.01,91.98
176,154,0,15103.24,70500,1059.57,222.85
176,154,147,15103.24,70500,1059.57,222.85
177,154,0,821477.39,62137,14.9,197.13
177,154,147,821477.39,62137,14.9,197.13
178,155,0,22000.0,602,0.09,3.57
178,155,148,7348.0,245,0.01,0.41
179,50,0,486498.0,7615,3.95,252.22
179,50,7,32299.0,514,3.46,217.41
180,156,0,438575.44,5008,9.07,553.74
180,156,67,438575.44,5008,9.07,553.74
181,26,0,448.0,115,65.82,256.42
181,26,45,448.0,115,65.82,256.42
182,157,0,69000721.12,1607055,0.13,5.66
182,157,112,11975509.35,281564,0.14,5.73
182,157,7,37655756.53,861122,0.13,5.49
182,157,61,10268251.27,246395,0.13,5.46
182,157,118,5014993.67,114355,0.16,6.83
182,157,53,334944.73,8895,0.13,4.79
182,157,13,32429.5,1390,0.22,4.98
182,157,5,3561003.37,89719,0.16,6.25
182,157,85,1500.0,42,0.06,2.28
182,157,120,149689.7,3385,0.13,5.6
182,157,3,6643.0,188,0.04,1.54
183,158,0,4304917.0,120169,0.49,17.66
183,158,5,199515.0,5870,0.45,15.45
184,159,0,485158353.84,13462243,0.26,9.25
184,159,13,34510.95,2137,0.55,7.21
184,159,5,65401528.0,1721262,0.27,10.29
184,159,39,122638.75,7670,0.57,8.63
184,159,120,46898559.06,1234413,0.23,8.68
184,159,149,7424.0,166,0.32,14.13
184,159,61,2226952.0,61570,0.39,14.18
184,159,105,2269766.5,59715,0.25,9.23
184,159,100,55677754.26,1481022,0.28,10.61
184,159,94,15529505.53,455946,0.29,10.0
184,159,4,185965594.93,5343808,0.26,8.9
184,159,11,35716.25,2885,2.71,23.71
185,160,0,6192764.01,25093,2.61,645.08
185,160,6,1156348.0,4680,2.6,643.21
185,160,21,1745947.0,6971,2.63,657.48
186,161,0,800932.19,25405,2.33,70.42
186,161,5,131075.0,3649,2.13,72.18
186,161,12,467899.69,14455,2.1,65.38
186,161,125,7723.0,272,3.06,86.79
186,161,6,194234.5,7029,2.87,79.24
187,162,0,387.0,78,0.28,1.39
187,162,150,387.0,78,0.28,1.39
188,163,0,430672.4,86839,28.44,87.68
188,163,151,22614.39,1945,8.27,96.18
188,163,34,38301.49,18234,96.95,194.11
188,163,37,286493.26,55762,9.75,50.11
189,164,0,2625102.52,197117,29.68,395.22
189,164,76,2625102.52,197117,29.68,395.22
190,165,0,594062.0,20459,240.4,6980.53
190,165,114,594062.0,20459,240.4,6980.53
191,110,0,296817.6,2257,5.43,716.34
191,110,100,219849.6,1740,5.42,687.51
192,166,0,2308503.0,12484,5.7,1054.44
192,166,152,2308503.0,12484,5.7,1054.44
193,167,0,2960.0,70,6.31,265.71
193,167,114,2960.0,70,6.31,265.71
194,168,0,38778.0,847,5.51,249.85
194,168,115,38778.0,847,5.51,249.85
195,169,0,12826.0,364,5.37,186.42
195,169,114,12826.0,364,5.37,186.42
196,170,0,4767.0,21,1.55,351.59
